"scenario_no","join_key","truth_log","truth_exp","endpoint","metric"
"1","5c",-0.406668071795255,0.665865173055783,"Binary","OR"
"1","5d",-0.410644480613271,0.663222678211822,"Binary","OR"
"1","6a",-0.4111193659321,0.662907798270672,"Binary","OR"
"1","6b",-0.413011218817457,0.661654859801118,"Binary","OR"
"1","7a",-0.40709257592104,0.665582570529817,"Binary","OR"
"1","7b",-0.409493851908843,0.663986240466881,"Binary","OR"
"1","8a",-0.403905126920543,0.66770746572749,"Binary","OR"
"1","8b",-0.410354082746912,0.663415304630292,"Binary","OR"
"1","8c",-0.409340129476747,0.664088317892238,"Binary","OR"
"1","9a",-0.409404346643647,0.664045673391161,"Binary","OR"
"1","9b",-0.408239307959347,0.664819763123488,"Binary","OR"
"2","10a",-0.426168366424929,0.653006388513598,"Binary","OR"
"2","10b",-0.423590999121257,0.654691596595669,"Binary","OR"
"2","10c",-0.422408050938592,0.65546652108746,"Binary","OR"
"2","1a",-0.423920395320955,0.654475979185503,"Binary","OR"
"2","1b",-0.423110147263866,0.655006481966451,"Binary","OR"
"2","2a",-0.421528432268838,0.656043335327903,"Binary","OR"
"2","2b",-0.424843667364299,0.653871998672946,"Binary","OR"
"2","3a",-0.422987644910968,0.65508672671664,"Binary","OR"
"2","3b",-0.423650284002911,0.654652784432343,"Binary","OR"
"2","4a",0.000597482498871256,1.00059766102709,"Binary","OR"
"2","4b",-0.628054752452421,0.533628832215865,"Binary","OR"
"2","4c",-0.633958034212589,0.530487950739418,"Binary","OR"
"2","5a",-0.426841562046753,0.652566935407377,"Binary","OR"
"2","5b",-0.418477426716956,0.658047983727918,"Binary","OR"
"2","5c",-0.422385258184696,0.655481461144825,"Binary","OR"
"2","5d",-0.425014630738727,0.653760220064906,"Binary","OR"
"2","6a",-0.417378592145397,0.658771467023615,"Binary","OR"
"2","6b",-0.433519236544216,0.648223822909457,"Binary","OR"
"2","7a",-0.419802434151875,0.657176642651129,"Binary","OR"
"2","7b",-0.426078239164602,0.65306524484261,"Binary","OR"
"2","8a",-0.417558702910413,0.658652825875314,"Binary","OR"
"2","8b",-0.425217971943473,0.653627297188949,"Binary","OR"
"2","8c",-0.425040537302127,0.6537432836037,"Binary","OR"
"2","9a",-0.426729262876418,0.65264022224776,"Binary","OR"
"2","9b",-0.422709320604341,0.655269078650944,"Binary","OR"
"3","10a",-0.0475684299482444,0.953545219849969,"Binary","OR"
"3","10b",-0.0479084773532253,0.953221024396463,"Binary","OR"
"3","10c",-0.0483133004386343,0.952835216617506,"Binary","OR"
"3","1a",-0.0494113729298394,0.951789508714102,"Binary","OR"
"3","1b",-0.0466688979926006,0.954403350146324,"Binary","OR"
"3","2a",-0.0487663520730413,0.952403630838001,"Binary","OR"
"3","2b",-0.0475514740267045,0.953561388224976,"Binary","OR"
"3","3a",-0.0479099843221626,0.953219587923071,"Binary","OR"
"3","3b",-0.0480739348357326,0.953063319892548,"Binary","OR"
"3","4a",-0.69051778036465,0.501316430049908,"Binary","OR"
"3","4b",0.220526177510183,1.24673256066537,"Binary","OR"
"3","4c",0.220267197494556,1.24640972365329,"Binary","OR"
"3","5a",-0.053871926481035,0.947553455236272,"Binary","OR"
"3","5b",-0.0452588483998556,0.955750055439006,"Binary","OR"
"3","5c",-0.046224833247444,0.954827261141781,"Binary","OR"
"3","5d",-0.048254118909309,0.952891608531484,"Binary","OR"
"3","6a",-0.040706832759806,0.960110561656146,"Binary","OR"
"3","6b",-0.0534414224502498,0.947961468637541,"Binary","OR"
"3","7a",-0.0473298489368102,0.953772744773453,"Binary","OR"
"3","7b",-0.0484922658447111,0.952664707334127,"Binary","OR"
"3","8a",-0.0401139430447715,0.960679970114978,"Binary","OR"
"3","8b",-0.0490324495080963,0.952150232390532,"Binary","OR"
"3","8c",-0.0505716570673874,0.950685802874868,"Binary","OR"
"3","9a",-0.0459095259596803,0.9551283726046,"Binary","OR"
"3","9b",-0.0485782436750352,0.952582802810601,"Binary","OR"
"4","10a",0.0623133174329235,1.06429575490749,"Binary","OR"
"4","10b",0.180821830983873,1.19820167786003,"Binary","OR"
"4","10c",0.163698111980702,1.17785867999052,"Binary","OR"
"4","1a",0.309832301989167,1.36319648962309,"Binary","OR"
"4","1b",-0.0122344268659431,0.987840109455048,"Binary","OR"
"4","2a",0.264557386864124,1.30285418776317,"Binary","OR"
"4","2b",0.0713752158164946,1.07398412610714,"Binary","OR"
"4","3a",-0.120055061659549,0.886871602750476,"Binary","OR"
"4","3b",0.215546565456911,1.24053974787836,"Binary","OR"
"4","4a",0.148654456253584,1.16027199520051,"Binary","OR"
"4","4b",0.168645103474966,1.1836999733635,"Binary","OR"
"4","4c",0.135469520130193,1.14507429358714,"Binary","OR"
"4","5a",0.0594414732490165,1.0612436480192,"Binary","OR"
"4","5b",-0.0972672195656212,0.907313521811257,"Binary","OR"
"4","5c",0.199229744568653,1.22046232828394,"Binary","OR"
"4","5d",0.236352745324185,1.26662102601823,"Binary","OR"
"4","6a",0.0887269987223399,1.09278228464035,"Binary","OR"
"4","6b",0.190922400046111,1.21036552412808,"Binary","OR"
"4","7a",0.115128560141522,1.12201767505124,"Binary","OR"
"4","7b",0.170913052702877,1.18638759134273,"Binary","OR"
"4","8a",0.366006259306713,1.44196426832289,"Binary","OR"
"4","8b",0.0394214589625643,1.04020879659847,"Binary","OR"
"4","8c",0.127446317962591,1.13592388789576,"Binary","OR"
"4","9a",0.132274841344438,1.14142198611419,"Binary","OR"
"4","9b",0.152575987038238,1.16483097078733,"Binary","OR"
"5","10a",0.12947442685235,1.13823000296666,"Binary","OR"
"5","10b",0.340032282296249,1.40499294623002,"Binary","OR"
"5","10c",0.308718712761474,1.36167929362037,"Binary","OR"
"5","1a",0.591619350314641,1.8069120711785,"Binary","OR"
"5","1b",-0.0191621849480865,0.98102024262263,"Binary","OR"
"5","2a",0.500278650319263,1.64918075142284,"Binary","OR"
"5","2b",0.139128804209712,1.14927212155786,"Binary","OR"
"5","3a",-0.224020189352819,0.799298996877007,"Binary","OR"
"5","3b",0.409624126634923,1.50625151887027,"Binary","OR"
"5","4a",0.276973800763801,1.31913181033635,"Binary","OR"
"5","4b",0.320098104431194,1.37726287329924,"Binary","OR"
"5","4c",0.262485477567497,1.30015758658059,"Binary","OR"
"5","5a",0.115090372013589,1.12197482811485,"Binary","OR"
"5","5b",-0.176895189251115,0.837867597451399,"Binary","OR"
"5","5c",0.376852495311923,1.45768927751032,"Binary","OR"
"5","5d",0.448965889684687,1.56669121595663,"Binary","OR"
"5","6a",0.176254115406986,1.19274111403714,"Binary","OR"
"5","6b",0.359637710690858,1.43281022869039,"Binary","OR"
"5","7a",0.219222062863129,1.24510773817972,"Binary","OR"
"5","7b",0.324418334687137,1.38322583744934,"Binary","OR"
"5","8a",0.696371267971058,2.00645858074205,"Binary","OR"
"5","8b",0.0747392308703726,1.07760310861793,"Binary","OR"
"5","8c",0.245488873613322,1.27824606125171,"Binary","OR"
"5","9a",0.249901976795743,1.28389955857066,"Binary","OR"
"5","9b",0.290024484364669,1.33646021000403,"Binary","OR"
"6","10a",-0.452667720639624,0.635929404739807,"Binary","OR"
"6","10b",-0.452152057337661,0.636257414760567,"Binary","OR"
"6","10c",-0.44853596620484,0.638562344462576,"Binary","OR"
"6","1a",-0.292336493191946,0.746517295717731,"Binary","OR"
"6","1b",-0.615786188356989,0.540216016771277,"Binary","OR"
"6","2a",-0.504074659621179,0.604064281961819,"Binary","OR"
"6","2b",-0.415112658448825,0.6602658919836,"Binary","OR"
"6","3a",-0.449608536865975,0.637877808398874,"Binary","OR"
"6","3b",-0.450657916077225,0.63720878377908,"Binary","OR"
"6","4a",-0.458490482344936,0.632237298912411,"Binary","OR"
"6","4b",-0.452591511803521,0.635977870026303,"Binary","OR"
"6","4c",-0.450587125570024,0.637253893708735,"Binary","OR"
"6","5a",-0.451346659194714,0.636770061715593,"Binary","OR"
"6","5b",-0.447431458311951,0.639268031258714,"Binary","OR"
"6","5c",-0.448802903872672,0.638391910868165,"Binary","OR"
"6","5d",-0.452473867527925,0.636052693583313,"Binary","OR"
"6","6a",-0.44584236266307,0.640284696881172,"Binary","OR"
"6","6b",-0.459894906122019,0.631349993039637,"Binary","OR"
"6","7a",-0.447975093349321,0.63892059720587,"Binary","OR"
"6","7b",-0.45219540517607,0.636229834974732,"Binary","OR"
"6","8a",-0.444764172880356,0.640975417596473,"Binary","OR"
"6","8b",-0.451156393244583,0.636891228903029,"Binary","OR"
"6","8c",-0.452470828923654,0.63605462629868,"Binary","OR"
"6","9a",-0.452619475274984,0.635960086125935,"Binary","OR"
"6","9b",-0.449900594958456,0.637691538225097,"Binary","OR"
"1","10a",-0.423109850694624,0.655006676221255,"Count","RR"
"1","10b",-0.413782694791625,0.66114460582324,"Count","RR"
"1","10c",-0.415484544812026,0.660020393753836,"Count","RR"
"1","1a",-0.416295157502564,0.659485589635432,"Count","RR"
"1","1b",-0.416683709365041,0.659229395056966,"Count","RR"
"1","2a",-0.414585863448601,0.66061380838658,"Count","RR"
"1","2b",-0.417757558299702,0.658521862233062,"Count","RR"
"1","3a",-0.410514871411047,0.66330864354487,"Count","RR"
"1","3b",-0.417995843871937,0.658364964668246,"Count","RR"
"1","4a",-0.418986725303893,0.657712926149087,"Count","RR"
"1","4b",-0.412653222232073,0.661891772386048,"Count","RR"
"1","4c",-0.417449722610673,0.658724609969157,"Count","RR"
"1","5a",-0.413320109681983,0.661450512221631,"Count","RR"
"1","5b",-0.418672979182349,0.657919313403663,"Count","RR"
"1","5c",-0.418666968711346,0.657923267820503,"Count","RR"
"1","5d",-0.415220720448249,0.660194546186115,"Count","RR"
"1","6a",-0.418523182806092,0.65801787471456,"Count","RR"
"1","6b",-0.415541371026621,0.659982888358958,"Count","RR"
"1","7a",-0.416720083335163,0.659205416702743,"Count","RR"
"1","7b",-0.41641389563839,0.65940728819469,"Count","RR"
"1","8a",-0.420177724769184,0.656930056696819,"Count","RR"
"1","8b",-0.413283788016625,0.661474537642106,"Count","RR"
"1","8c",-0.416969741375272,0.659040861312523,"Count","RR"
"1","9a",-0.415943295718385,0.659717678240802,"Count","RR"
"1","9b",-0.416633161419072,0.65926271859102,"Count","RR"
"2","10a",-0.370979177863753,0.690058309897346,"Count","RR"
"2","10b",-0.37969125043288,0.684072583724762,"Count","RR"
"2","10c",-0.37507934703643,0.687234746587043,"Count","RR"
"2","1a",-0.377382553430107,0.685653724533709,"Count","RR"
"2","1b",-0.373932586385275,0.688023292402777,"Count","RR"
"2","2a",-0.373743467499206,0.688153422906106,"Count","RR"
"2","2b",-0.37693975771985,0.685957396288968,"Count","RR"
"2","3a",-0.383510161739656,0.681465153142102,"Count","RR"
"2","3b",-0.373697938457366,0.688184754585334,"Count","RR"
"2","4a",-0.000378271486159884,0.999621800049479,"Count","RR"
"2","4b",-0.644219013024492,0.525072456766685,"Count","RR"
"2","4c",-0.64299572882413,0.525715162632912,"Count","RR"
"2","5a",-0.376524778456714,0.686242113455597,"Count","RR"
"2","5b",-0.374311671721547,0.687762522291799,"Count","RR"
"2","5c",-0.376278057266297,0.686411444814702,"Count","RR"
"2","5d",-0.375398816142881,0.687015231382659,"Count","RR"
"2","6a",-0.37613061608474,0.686512657590442,"Count","RR"
"2","6b",-0.375398434806951,0.687015493366301,"Count","RR"
"2","7a",-0.377444019892756,0.685611581119877,"Count","RR"
"2","7b",-0.374548641496064,0.687599562670985,"Count","RR"
"2","8a",-0.373413105851818,0.688380799960813,"Count","RR"
"2","8b",-0.378142655858531,0.685132755492633,"Count","RR"
"2","8c",-0.375141361474348,0.687192129431969,"Count","RR"
"2","9a",-0.372692754657808,0.688876854537302,"Count","RR"
"2","9b",-0.376402046499069,0.68632634246229,"Count","RR"
"3","10a",-0.00744540494032985,0.992582243426717,"Count","RR"
"3","10b",-0.0113978991981519,0.988666810769014,"Count","RR"
"3","10c",-0.00738285823793411,0.992644328114476,"Count","RR"
"3","1a",-0.00855063918844641,0.991485813554744,"Count","RR"
"3","1b",-0.00865675165446186,0.991380610131844,"Count","RR"
"3","2a",-0.0071735010879982,0.992852167057436,"Count","RR"
"3","2b",-0.00956175723101474,0.990483811016498,"Count","RR"
"3","3a",-0.0109200676342902,0.989139339863009,"Count","RR"
"3","3b",-0.00802060796846792,0.992011471285291,"Count","RR"
"3","4a",-0.691111454107074,0.501018899975376,"Count","RR"
"3","4b",0.220816163841672,1.24709414849221,"Count","RR"
"3","4c",0.217370280221262,1.24280420276461,"Count","RR"
"3","5a",-0.00543736501159583,0.994577390701359,"Count","RR"
"3","5b",-0.00932267517322848,0.990720646234637,"Count","RR"
"3","5c",-0.00502161983920049,0.994990967415421,"Count","RR"
"3","5d",-0.012181130248403,0.987892759394572,"Count","RR"
"3","6a",-0.00779640311611517,0.992233910005731,"Count","RR"
"3","6b",-0.00850775032567176,0.991528338165654,"Count","RR"
"3","7a",-0.00829480400729753,0.991739502957414,"Count","RR"
"3","7b",-0.00879314362894208,0.991245402993761,"Count","RR"
"3","8a",-0.00311431128509232,0.996890533151965,"Count","RR"
"3","8b",-0.00910271285579137,0.9909385914129,"Count","RR"
"3","8c",-0.0102568289355597,0.989795592953809,"Count","RR"
"3","9a",-0.0124590241521851,0.987618268160633,"Count","RR"
"3","9b",-0.00764517846424649,0.992383971579563,"Count","RR"
"4","10a",0.128148125953139,1.13672136816322,"Count","RR"
"4","10b",0.240817179682374,1.27228841387298,"Count","RR"
"4","10c",0.223572402936121,1.25053617948989,"Count","RR"
"4","1a",0.363403276709133,1.43821574121805,"Count","RR"
"4","1b",0.0301285863534893,1.03058704486384,"Count","RR"
"4","2a",0.327239854319363,1.3871341473993,"Count","RR"
"4","2b",0.124703470827679,1.13281249130761,"Count","RR"
"4","3a",-0.0729314470576251,0.929664559082307,"Count","RR"
"4","3b",0.270215003621373,1.31024612811377,"Count","RR"
"4","4a",0.211185099591912,1.23514095799086,"Count","RR"
"4","4b",0.233936199483939,1.26356387360884,"Count","RR"
"4","4c",0.184039759810859,1.20206361596819,"Count","RR"
"4","5a",0.113687572869535,1.12040202620682,"Count","RR"
"4","5b",-0.0488511836535542,0.952322840359551,"Count","RR"
"4","5c",0.253463386323125,1.28848020262384,"Count","RR"
"4","5d",0.293993639294943,1.34177536900245,"Count","RR"
